자치구,온도평균
Mapo-gu,33.5
Gwanak-gu,32.3
Seocho-gu,-40
Gangbuk-gu,29.6
Mapo-gu,40
Seocho-gu,32.7
Mapo-gu,32.7
Gangseo-gu,34.6
Guro-gu,33.7
Mapo-gu,31.7
Guro-gu,34.7
Mapo-gu,32.6
Gangseo-gu,32.9
Gwanak-gu,34
Gangseo-gu,33.6
Jongno-gu,35.1
Gwangjin-gu,33.5
Gangseo-gu,33.8
Jongno-gu,33.1
Seongdong-gu,33
Gangseo-gu,33.1
Mapo-gu,-40
Gwangjin-gu,34.7
Guro-gu,34.4
Gangseo-gu,32.5
Gangseo-gu,33.2
Gangseo-gu,33.1
Gangseo-gu,32.5
Gangseo-gu,33.9
Gangseo-gu,32.9
Jongno-gu,33.6
Gwangjin-gu,33.6
Gangseo-gu,34.1
Gangseo-gu,31.1
Seongdong-gu,29.3
Gwangjin-gu,34.6
Guro-gu,33.8
Gangseo-gu,33.3
Gwangjin-gu,34
Gangseo-gu,32.3
Gwangjin-gu,34.5
Gwangjin-gu,
Guro-gu,35.1
Guro-gu,34
Gwangjin-gu,34.3
Gwangjin-gu,32.5
Gwangjin-gu,35.6
Gangseo-gu,33.6
Gangseo-gu,32.3
Guro-gu,35.4
Seoul_Grand_Park,33.1
Guro-gu,
Guro-gu,34.2
Guro-gu,34.6
Guro-gu,35.4
Guro-gu,33.2
Gwangjin-gu,34.6
Guro-gu,33.4
Guro-gu,35.1
Gwangjin-gu,33.8
Seongdong-gu,34.5
Guro-gu,36
Seongdong-gu,33.7
Guro-gu,34.5
Gwangjin-gu,34.1
Guro-gu,34.4
Gangbuk-gu,32.7
Guro-gu,35.6
Guro-gu,34.6
Guro-gu,33.9
Gwangjin-gu,35.1
Seocho-gu,33.9
Gwangjin-gu,33.9
Seongdong-gu,33.9
Seongdong-gu,34.1
Seongdong-gu,33.9
Seocho-gu,32.8
Gangbuk-gu,34.1
Seongdong-gu,34
Seoul_Grand_Park,34.7
Gwangjin-gu,33.1
Seongdong-gu,
Seoul_Grand_Park,
Seongdong-gu,33.4
Seongdong-gu,
Seongdong-gu,34.1
Gwangjin-gu,34.4
Gwangjin-gu,33.9
Gwangjin-gu,34.2
Gwangjin-gu,34.4
Seongdong-gu,33.5
Seongdong-gu,33.3
Seongdong-gu,33.6
Seongdong-gu,34.3
Seongdong-gu,32.2
Seongdong-gu,33
Mapo-gu,33.1
Seongdong-gu,35.8
Seongdong-gu,34.2
Seongdong-gu,33.8
Seongdong-gu,34.3
Seongdong-gu,34.3
Seongdong-gu,35
Seongdong-gu,34.4
Seongdong-gu,34.8
Seongdong-gu,33.8
Seongbuk-gu,34.6
Seongdong-gu,33.2
Seongdong-gu,33.6
Seongdong-gu,34.7
Seongbuk-gu,31.3
Seongdong-gu,33.5
Seongdong-gu,34
Seongdong-gu,32.9
Seoul_Grand_Park,-40
Seongdong-gu,32.5
Seocho-gu,33.5
Seongdong-gu,33.7
Seongdong-gu,
Seocho-gu,32.9
Seongdong-gu,34.2
Seongdong-gu,34.3
Seongdong-gu,34.3
Seongdong-gu,34.5
Seongdong-gu,34
Seongdong-gu,35
Seongdong-gu,33.6
Seongdong-gu,34.3
Seongbuk-gu,34.5
Seongdong-gu,34
Seongdong-gu,33.4
Seongdong-gu,32.5
Seongdong-gu,33.9
Seongdong-gu,33.6
Seongdong-gu,35.1
Seongbuk-gu,-40
Yangcheon-gu,33.8
Seongdong-gu,33.8
Seongdong-gu,34
Seongdong-gu,-40
Seongdong-gu,31.8
Songpa-gu,
Songpa-gu,34.3
Seongdong-gu,34.2
Seongdong-gu,34.3
Seongdong-gu,33
Seongdong-gu,35
Seongdong-gu,34.8
Seongdong-gu,-40
Seongdong-gu,33.3
Seongdong-gu,34
Seongdong-gu,35.6
Seongdong-gu,-40
Seongdong-gu,34.9
Seongdong-gu,34.1
Seongbuk-gu,33.4
Seongdong-gu,33.6
Seongbuk-gu,32.8
Seongdong-gu,31.2
Seongbuk-gu,33.4
Seongdong-gu,-40
Seongbuk-gu,33.8
Seongbuk-gu,34.9
Seongbuk-gu,32.4
Songpa-gu,34.3
Seongbuk-gu,32
Seongbuk-gu,-40
Seongbuk-gu,33.7
Seongbuk-gu,34.1
Seongbuk-gu,34.2
Seongbuk-gu,33.6
Seongbuk-gu,33.2
Seongbuk-gu,33.1
Seongbuk-gu,-40
Mapo-gu,33
Songpa-gu,35.2
Seongbuk-gu,31.6
Seongbuk-gu,33.3
Seongbuk-gu,33.3
Yangcheon-gu,34
Seongbuk-gu,33.8
Songpa-gu,33.9
Seongbuk-gu,32
Songpa-gu,33.4
Songpa-gu,34
Songpa-gu,33.8
Seongbuk-gu,
Songpa-gu,34.2
Songpa-gu,34.5
Seongbuk-gu,34.2
Seongbuk-gu,34.4
Seongbuk-gu,33.6
Songpa-gu,34.9
Songpa-gu,34.5
Yangcheon-gu,33.6
Songpa-gu,35.1
Mapo-gu,-40
Mapo-gu,33
Songpa-gu,34.2
Songpa-gu,34
Songpa-gu,34.9
Songpa-gu,34.1
Songpa-gu,33.8
Songpa-gu,33.2
Songpa-gu,
Songpa-gu,34.4
Songpa-gu,34.5
Songpa-gu,33.9
Songpa-gu,34.2
Songpa-gu,35.7
Mapo-gu,33.3
Mapo-gu,34.2
Songpa-gu,35.2
Songpa-gu,32.8
Songpa-gu,34.1
Songpa-gu,35.6
Songpa-gu,35.2
Songpa-gu,-40
Songpa-gu,35.2
Songpa-gu,33.4
Songpa-gu,33.2
Songpa-gu,34.7
Songpa-gu,35.5
Mapo-gu,33.3
Mapo-gu,33.5
Yangcheon-gu,34.1
Songpa-gu,32.5
Yangcheon-gu,33.1
Songpa-gu,33.1
Yangcheon-gu,32.9
Songpa-gu,34.3
Songpa-gu,34.9
Yangcheon-gu,33.2
Yangcheon-gu,34.4
Mapo-gu,34
Yangcheon-gu,
Yangcheon-gu,36.1
Yangcheon-gu,33.8
Mapo-gu,33.7
Mapo-gu,33.8
Mapo-gu,33.3
Mapo-gu,32.9
Mapo-gu,34.1
Mapo-gu,33.6
Mapo-gu,
Yangcheon-gu,
Yangcheon-gu,32.4
Mapo-gu,32.7
Yangcheon-gu,33.2
Yangcheon-gu,33.4
Mapo-gu,32.9
Yangcheon-gu,32.9
Yangcheon-gu,33.3
Yangcheon-gu,33.1
Yangcheon-gu,32.9
Yangcheon-gu,33.5
Yangcheon-gu,32.7
Yangcheon-gu,34
Yangcheon-gu,30.4
Yangcheon-gu,33.4
Yangcheon-gu,33.2
Mapo-gu,34.2
Yangcheon-gu,33
Yangcheon-gu,32.2
Yangcheon-gu,33.9
Yangcheon-gu,33
Yangcheon-gu,33.8
Yangcheon-gu,33.7
Yangcheon-gu,
Yangcheon-gu,32.7
Yangcheon-gu,33.6
Yangcheon-gu,33.9
Yangcheon-gu,33.1
Yangcheon-gu,33.9
Yangcheon-gu,33.1
Yangcheon-gu,
Yangcheon-gu,33.1
Mapo-gu,34.2
Mapo-gu,34.2
Yangcheon-gu,34.3
Yangcheon-gu,33.6
Yangcheon-gu,32.6
Yangcheon-gu,33.7
Yangcheon-gu,33.9
Yangcheon-gu,32.2
Yangcheon-gu,34.6
Yangcheon-gu,35.2
Seodaemun-gu,33.7
Mapo-gu,33
Mapo-gu,33.7
Mapo-gu,
Mapo-gu,35.3
Mapo-gu,34.7
Mapo-gu,32.4
Yangcheon-gu,33.6
Mapo-gu,34.2
Mapo-gu,33.5
Yangcheon-gu,35.4
Mapo-gu,
Mapo-gu,34.1
Yangcheon-gu,33.7
Mapo-gu,34.8
Mapo-gu,35.4
Mapo-gu,34
Yangcheon-gu,33.2
Yangcheon-gu,33
Yangcheon-gu,33.9
Yangcheon-gu,33.6
Mapo-gu,33.8
Mapo-gu,34.1
Yangcheon-gu,32.6
Mapo-gu,33.4
Mapo-gu,33.2
Mapo-gu,
Seodaemun-gu,-40
Mapo-gu,33
Mapo-gu,33.7
Mapo-gu,32.9
Mapo-gu,32.8
Mapo-gu,34
Mapo-gu,33.2
Mapo-gu,31.9
Mapo-gu,33.6
Mapo-gu,34.2
Mapo-gu,34.6
Mapo-gu,33.8
Mapo-gu,34.2
Mapo-gu,33.2
Mapo-gu,34
Seocho-gu,33.7
Seodaemun-gu,32.5
Mapo-gu,33.2
Mapo-gu,33.7
Seodaemun-gu,-40
Seocho-gu,
Seocho-gu,35.6
Mapo-gu,32.9
Seocho-gu,33.7
Seodaemun-gu,33.2
Mapo-gu,34.2
Mapo-gu,
Mapo-gu,33.5
Seodaemun-gu,34.2
Seodaemun-gu,33.7
Seodaemun-gu,33.7
Seodaemun-gu,33.2
Seodaemun-gu,32
Seodaemun-gu,33.9
Seodaemun-gu,33.5
Seodaemun-gu,33.9
Seocho-gu,32.9
Seodaemun-gu,33.9
Seocho-gu,-40
Seodaemun-gu,33.4
Seodaemun-gu,32.8
Seodaemun-gu,-40
Seodaemun-gu,-40
Seodaemun-gu,32.3
Seodaemun-gu,-40
Seodaemun-gu,28.4
Seodaemun-gu,-40
Seodaemun-gu,-40
Seodaemun-gu,33.1
Seodaemun-gu,30.3
Seodaemun-gu,34.5
Seodaemun-gu,-40
Seocho-gu,34
Seocho-gu,34.7
Seodaemun-gu,32.4
Seocho-gu,34.1
Seocho-gu,34.4
Seocho-gu,34.8
Seocho-gu,33.7
Seocho-gu,34.7
Seocho-gu,
Seocho-gu,33.1
Seocho-gu,33.9
Seocho-gu,34.5
Seocho-gu,34.2
Seocho-gu,35.4
Gangnam-gu,31.6
Seocho-gu,33.2
Mapo-gu,33.9
Seocho-gu,
Seocho-gu,35.2
Seocho-gu,33.8
Seocho-gu,34.1
Seocho-gu,35.1
Gangnam-gu,34.7
Gangnam-gu,34.4
Gangnam-gu,34.2
Gangnam-gu,34.9
Seocho-gu,-40
Seocho-gu,33.1
Seocho-gu,32.3
Seodaemun-gu,-40
Seocho-gu,-40
Gangnam-gu,
Gangnam-gu,30
Gangnam-gu,
Gangnam-gu,33.9
Gangnam-gu,31.4
Seocho-gu,33.3
Gangnam-gu,33.9
Seocho-gu,32.1
Gangnam-gu,33
Gangnam-gu,32.6
Gangnam-gu,-40
Gangnam-gu,34.6
Gangnam-gu,34.3
Gangnam-gu,34.7
Gangnam-gu,35.7
Gangnam-gu,33.8
Gangnam-gu,33.4
Gangnam-gu,32.1
Seongdong-gu,33.2
Gangnam-gu,32.2
Gangnam-gu,33
Gangnam-gu,
Gangnam-gu,32.7
Gangnam-gu,34
Gangnam-gu,33
Gangnam-gu,34.3
Gangnam-gu,33.6
Dongjak-gu,34.2
Gangnam-gu,34.1
Gangnam-gu,30.5
Gangnam-gu,33.9
Mapo-gu,33.2
Dongjak-gu,34
Mapo-gu,
Dongjak-gu,30.2
Mapo-gu,33
Gangnam-gu,33.2
Dongjak-gu,33.2
Dongjak-gu,33.1
Gangnam-gu,33.8
Dongjak-gu,34.1
Dongjak-gu,32.9
Dongjak-gu,34.1
Dongjak-gu,30.3
Mapo-gu,34.3
Dongjak-gu,33.8
Dongjak-gu,34
Dongjak-gu,34.6
Dongjak-gu,
Dongjak-gu,33.6
Dongjak-gu,33.4
Dongjak-gu,34.7
Dongjak-gu,
Mapo-gu,33.9
Dongjak-gu,32.8
Dongjak-gu,34.2
Dongjak-gu,34.5
Dongjak-gu,34.2
Dongjak-gu,34.7
Dongjak-gu,34.1
Dongjak-gu,33.6
Dongjak-gu,32.4
Mapo-gu,33.1
Dongjak-gu,33.8
Jung-gu,32.5
Jung-gu,33.2
Jung-gu,
Jung-gu,32.3
Jung-gu,34.1
Jung-gu,32.6
Yangcheon-gu,-40
Yangcheon-gu,31.8
Jung-gu,
Jung-gu,31.7
Jung-gu,32.6
Jung-gu,32.6
Jung-gu,32.7
Jung-gu,32.7
Jung-gu,34.1
Jung-gu,33.5
Jung-gu,31.8
Jung-gu,31.9
Jung-gu,34.5
Jung-gu,31.8
Jung-gu,31.4
Jung-gu,33.6
Jung-gu,33.3
Jung-gu,31.6
Jung-gu,31.4
Yangcheon-gu,-40
Jung-gu,
Jung-gu,
Yangcheon-gu,31.5
Yangcheon-gu,31.1
Jung-gu,-40
Jung-gu,-40
Jung-gu,32.3
Jung-gu,32
Jung-gu,-40
Jung-gu,31.9
Jung-gu,-40
Jung-gu,-40
Jung-gu,-40
Jung-gu,31.8
Yangcheon-gu,32.6
Songpa-gu,-40
Yeongdeungpo-gu,32.6
Yeongdeungpo-gu,32.8
Yeongdeungpo-gu,31.8
Yeongdeungpo-gu,32.7
Yeongdeungpo-gu,31.7
Yeongdeungpo-gu,31.9
Yeongdeungpo-gu,32.2
Yeongdeungpo-gu,32.8
Yangcheon-gu,32.2
Yeongdeungpo-gu,32.8
Yangcheon-gu,31.3
Yeongdeungpo-gu,31.8
Yeongdeungpo-gu,33.1
Yeongdeungpo-gu,32.8
Yeongdeungpo-gu,32.7
Yeongdeungpo-gu,32.6
Yeongdeungpo-gu,32.7
Yeongdeungpo-gu,33
Jungnang-gu,
Yeongdeungpo-gu,32.8
Yeongdeungpo-gu,33.6
Yeongdeungpo-gu,32.9
Yeongdeungpo-gu,31.9
Yeongdeungpo-gu,32.2
Yeongdeungpo-gu,33.2
Yeongdeungpo-gu,31.8
Yeongdeungpo-gu,34.1
Yeongdeungpo-gu,32.2
Yeongdeungpo-gu,32.2
Yeongdeungpo-gu,32
Yeongdeungpo-gu,33
Yeongdeungpo-gu,32.2
Yeongdeungpo-gu,32.3
Yeongdeungpo-gu,32.5
Gangbuk-gu,30.9
Yeongdeungpo-gu,32
Yeongdeungpo-gu,31.8
Gangbuk-gu,32.6
Gangbuk-gu,33.3
Gangbuk-gu,30.5
Gangbuk-gu,31.7
Gangbuk-gu,32.8
Gangbuk-gu,31.8
Gangbuk-gu,30.8
Gangbuk-gu,31.1
Gangbuk-gu,32.6
Gangbuk-gu,31.2
Gangbuk-gu,32.6
Gangbuk-gu,33.2
Gangbuk-gu,32.3
Gangbuk-gu,32.4
Gangbuk-gu,31.1
Gangbuk-gu,32.7
Gangbuk-gu,32.4
Gangbuk-gu,31.8
Gangbuk-gu,31.9
Gangbuk-gu,32.9
Gangbuk-gu,32.6
Gangbuk-gu,-40
Gangbuk-gu,-40
Yongsan-gu,33.3
Gangbuk-gu,-40
Yongsan-gu,32.8
Gangbuk-gu,-40
Yongsan-gu,32
Yongsan-gu,31.9
Gwanak-gu,33.3
Yongsan-gu,32.8
Gangbuk-gu,31.2
Yongsan-gu,30.9
Yongsan-gu,
Yongsan-gu,33.2
Yongsan-gu,32.2
Yongsan-gu,32.3
Gwanak-gu,33.1
Yongsan-gu,32.1
Gangbuk-gu,-40
Gangbuk-gu,31
Gangbuk-gu,-40
Yongsan-gu,
Gwanak-gu,31.4
Gwanak-gu,32.9
Yongsan-gu,33.6
Yongsan-gu,33
Gwanak-gu,32.6
Songpa-gu,-40
Yongsan-gu,32.5
Yongsan-gu,
Yongsan-gu,33.2
Gwanak-gu,34
Yongsan-gu,32.7
Gwanak-gu,33.1
Gwanak-gu,32.4
Jung-gu,33.1
Gwanak-gu,31.8
Gwanak-gu,31.8
Gwanak-gu,33
Yongsan-gu,31.7
Gwanak-gu,32.5
Yongsan-gu,33.5
Yongsan-gu,32
Gwanak-gu,
Gwanak-gu,33.5
Eunpyeong-gu,32.4
Gwanak-gu,31.5
Gwanak-gu,
Gwanak-gu,32.4
Gwanak-gu,33.2
Gwanak-gu,30.2
Gwanak-gu,30.9
Gwanak-gu,32.6
Eunpyeong-gu,32.4
Gwanak-gu,32.9
Gwanak-gu,33.3
Gwanak-gu,33.5
Gwanak-gu,33.1
Gwanak-gu,31.9
Gwangjin-gu,-40
Gwanak-gu,33
Gwanak-gu,33
Yongsan-gu,33.6
Gwangjin-gu,30.2
Jongno-gu,31.1
Gwangjin-gu,32
Gwanak-gu,32.5
Gwanak-gu,32.4
Gwanak-gu,32.2
Gwanak-gu,32
Jongno-gu,32.6
Gwanak-gu,33.3
Eunpyeong-gu,32
Gwanak-gu,-40
Gwanak-gu,32
Eunpyeong-gu,32.9
Eunpyeong-gu,33.2
Eunpyeong-gu,32.5
Gwanak-gu,
Eunpyeong-gu,32.3
Gwangjin-gu,32.6
Eunpyeong-gu,33.1
Eunpyeong-gu,33.2
Gwanak-gu,33
Gwanak-gu,34.8
Gwanak-gu,33.7
Eunpyeong-gu,32.6
Eunpyeong-gu,32.7
Eunpyeong-gu,32.2
Jongno-gu,31.9
Eunpyeong-gu,32.5
Eunpyeong-gu,32.1
Gwanak-gu,31.4
Gwanak-gu,33.5
Eunpyeong-gu,33.1
Eunpyeong-gu,32.3
Jongno-gu,33
Eunpyeong-gu,31.6
Eunpyeong-gu,33.4
Eunpyeong-gu,32.3
Eunpyeong-gu,32.3
Jongno-gu,33.2
Eunpyeong-gu,32.2
Jongno-gu,34
Jungnang-gu,33.4
Jongno-gu,32.5
Eunpyeong-gu,31
Eunpyeong-gu,31.8
Eunpyeong-gu,-40
Eunpyeong-gu,
Jongno-gu,33
Jongno-gu,31.2
Jongno-gu,33.4
Jongno-gu,31.4
Eunpyeong-gu,-40
Jongno-gu,32
Jongno-gu,33
Jongno-gu,32
Jongno-gu,33.4
Jongno-gu,32.4
Jongno-gu,33.1
Gangdong-gu,33.7
Jongno-gu,33.3
Jongno-gu,32.9
Jongno-gu,34.2
Jongno-gu,32.3
Jongno-gu,33.1
Jungnang-gu,33.1
Jongno-gu,32.6
Jongno-gu,33.3
Jongno-gu,30.8
Jongno-gu,33.3
Jongno-gu,33.1
Jongno-gu,34.3
Jongno-gu,33.2
Jongno-gu,32.4
Jongno-gu,32.4
Jongno-gu,32.3
Jongno-gu,33.3
Jongno-gu,31.5
Jongno-gu,33.3
Gangdong-gu,33
Jongno-gu,32.6
Jongno-gu,-40
Gangdong-gu,33.3
Jungnang-gu,34.1
Jungnang-gu,33.3
Yangcheon-gu,35.2
Jongno-gu,31.7
Jongno-gu,
Jungnang-gu,33.3
Jungnang-gu,33
Jongno-gu,32.5
Jongno-gu,31.6
Jongno-gu,
Jongno-gu,32.2
Gangdong-gu,33.4
Geumcheon-gu,34
Jongno-gu,32.5
Yangcheon-gu,-40
Jungnang-gu,33.6
Jongno-gu,32.5
Jongno-gu,-40
Jongno-gu,28.3
Jungnang-gu,33.4
Yangcheon-gu,31.3
Yangcheon-gu,33.1
Gangdong-gu,
Jungnang-gu,33.8
Yangcheon-gu,30.8
Gangdong-gu,
Jungnang-gu,33.5
Yangcheon-gu,32.1
Yangcheon-gu,31.6
Yangcheon-gu,31.4
Yangcheon-gu,-40
Guro-gu,-40
Jungnang-gu,33.3
Yangcheon-gu,35.5
Yangcheon-gu,31.2
Yangcheon-gu,32.5
Geumcheon-gu,32.6
Yangcheon-gu,32.5
Yangcheon-gu,33.6
Gangdong-gu,33.5
Geumcheon-gu,33.5
Gangdong-gu,32.6
Gangdong-gu,
Gangdong-gu,33.6
Gangdong-gu,32.7
Gangdong-gu,33.3
Gangdong-gu,33.4
Gangdong-gu,33.3
Gangdong-gu,33.5
Geumcheon-gu,32.5
Gangdong-gu,33.5
Gangdong-gu,33.1
Gangdong-gu,31
Gangdong-gu,33.5
Gangdong-gu,33.4
Gangdong-gu,33.4
Guro-gu,31.9
Geumcheon-gu,31.5
Gangdong-gu,33.6
Dobong-gu,33.3
Guro-gu,32.7
Guro-gu,
Guro-gu,33.1
Geumcheon-gu,33.7
Geumcheon-gu,32.9
Guro-gu,-40
Geumcheon-gu,34.3
Guro-gu,33.1
Dobong-gu,31.7
Geumcheon-gu,33.3
Guro-gu,-40
Geumcheon-gu,33.3
Geumcheon-gu,33.2
Geumcheon-gu,32.8
Geumcheon-gu,33.5
Guro-gu,31.6
Geumcheon-gu,33.6
Dobong-gu,32.7
Geumcheon-gu,33.7
Geumcheon-gu,33.3
Nowon-gu,33.9
Dobong-gu,33
Geumcheon-gu,34.4
Geumcheon-gu,33.5
Geumcheon-gu,33.5
Yangcheon-gu,-40
Geumcheon-gu,32
Dobong-gu,32.8
Geumcheon-gu,33.4
Nowon-gu,30
Nowon-gu,32.3
Geumcheon-gu,36.1
Nowon-gu,33.3
Nowon-gu,33.6
Dobong-gu,-40
Nowon-gu,32.5
Nowon-gu,32.2
Dobong-gu,32.6
Nowon-gu,31.4
Nowon-gu,32.8
Nowon-gu,32.9
Nowon-gu,32.6
Nowon-gu,33
Nowon-gu,32.7
Nowon-gu,32.6
Nowon-gu,30.3
Nowon-gu,33
Nowon-gu,32.1
Dobong-gu,31.8
Nowon-gu,32.7
Nowon-gu,33
Dobong-gu,24.5
Nowon-gu,34.1
Dobong-gu,32
Gangseo-gu,31.5
Dobong-gu,-40
Gangdong-gu,33.6
Gangdong-gu,
Dobong-gu,32
Dobong-gu,25.5
Gangdong-gu,33.7
Dobong-gu,-40
Dobong-gu,31.8
Gangdong-gu,32.9
Gangdong-gu,33.1
Dobong-gu,-40
Gangdong-gu,33.5
Gangseo-gu,-40
Gangdong-gu,33.7
Gangdong-gu,
Gangseo-gu,31.6
Gangdong-gu,33.9
Dobong-gu,29.4
Gangdong-gu,-40
Gangseo-gu,30.9
Gangdong-gu,33.5
Gangdong-gu,33.5
Gangseo-gu,31.5
Gangseo-gu,
Gangseo-gu,30.8
Gangseo-gu,31.9
Gangseo-gu,
Gangseo-gu,-40
Gangseo-gu,31.9
Gangdong-gu,31.9
Gangdong-gu,32.8
Gangseo-gu,
Gwanak-gu,33.2
Gangseo-gu,-40
Gangdong-gu,-40
Gangdong-gu,33.5
Gangseo-gu,32.3
Gangdong-gu,33.1
Gangseo-gu,31.7
Gangseo-gu,29.3
Gangseo-gu,-40
Gangseo-gu,31.2
Gwanak-gu,33.1
Gwanak-gu,33.6
Gangseo-gu,32.1
Gangseo-gu,31.3
Gangseo-gu,32
Gangseo-gu,-40
Gangseo-gu,-40
Gwanak-gu,32.1
Dobong-gu,32.4
Gangseo-gu,-40
Gwanak-gu,33
Gangseo-gu,-40
Gwanak-gu,32.2
Gangseo-gu,-40
Gwanak-gu,33.6
Gwanak-gu,
Gangseo-gu,-40
Gangnam-gu,31.7
Gwanak-gu,32.6
Gwanak-gu,32.5
Gwanak-gu,33.2
Gwanak-gu,33.1
Gwanak-gu,32.1
Gwanak-gu,33
Gwanak-gu,
Gwanak-gu,29.7
Gwanak-gu,32
Gwanak-gu,32.9
Dobong-gu,33.3
Gwanak-gu,32
Gwanak-gu,32.4
Gwanak-gu,32.4
Gwanak-gu,33.6
Gwanak-gu,31.8
Dobong-gu,32.1
Gangdong-gu,-40
Dobong-gu,32.5
Nowon-gu,29.8
Gangdong-gu,33.1
Gwanak-gu,32.2
Gwanak-gu,
Gwanak-gu,32.7
Dobong-gu,33.5
Dobong-gu,31.9
Dobong-gu,32.3
Dobong-gu,32.4
Nowon-gu,34.1
Dobong-gu,31.7
Dobong-gu,33.7
Dobong-gu,32.6
Dobong-gu,32.3
Nowon-gu,32.6
Nowon-gu,32.7
Nowon-gu,33.3
Dobong-gu,31.5
Dobong-gu,31.9
Dobong-gu,32.8
Dobong-gu,32.3
Nowon-gu,32.3
Nowon-gu,-40
Dobong-gu,33.2
Dobong-gu,32.6
Dobong-gu,32.2
Nowon-gu,33
Nowon-gu,32
Nowon-gu,32.9
Nowon-gu,32.5
Dobong-gu,33.2
Gangnam-gu,32
Dobong-gu,31.4
Dobong-gu,32.5
Dobong-gu,33
Nowon-gu,33
Gwanak-gu,33.4
Nowon-gu,33.4
Gangnam-gu,28.9
Gangdong-gu,33.1
Gangdong-gu,32.6
Gangdong-gu,33.5
Gangdong-gu,32.4
Gangnam-gu,32.9
Gangnam-gu,-40
Dobong-gu,31.6
Gangnam-gu,31.7
Gangdong-gu,33
Gangdong-gu,-40
Dobong-gu,31.9
Gangnam-gu,-40
Gangdong-gu,32.8
Gangdong-gu,33.5
Gangdong-gu,32.6
Gangdong-gu,33.8
Dongdaemun-gu,33
Gangnam-gu,32.2
Gangdong-gu,33.4
Gangdong-gu,35.4
Gangnam-gu,32.5
Gangdong-gu,33.1
Gangdong-gu,-40
Gangdong-gu,
Gangdong-gu,-40
Gangdong-gu,-40
Gangdong-gu,33.7
Gangdong-gu,32.5
Gangdong-gu,33.4
Gangdong-gu,-40
Gangdong-gu,33.5
Gangdong-gu,33.1
Gangdong-gu,32.1
Gangdong-gu,-40
Gangdong-gu,32.7
Gangdong-gu,30.4
Dongjak-gu,-40
Gangdong-gu,-40
Dongdaemun-gu,33.1
Gangdong-gu,33.5
Gangdong-gu,32.9
Gangdong-gu,32.8
Dongdaemun-gu,32.7
Dongjak-gu,31
Dongdaemun-gu,32.9
Mapo-gu,-40
Dongdaemun-gu,32.4
Yongsan-gu,32.5
Gangseo-gu,31.7
Dongdaemun-gu,33.2
Dongdaemun-gu,33.4
Dongdaemun-gu,32.9
Dongdaemun-gu,32.6
Dongdaemun-gu,33.1
Dongdaemun-gu,32.3
Dongdaemun-gu,29.9
Dongdaemun-gu,32.6
Dongdaemun-gu,32.5
Dongdaemun-gu,33.2
Dongdaemun-gu,32.5
Dongdaemun-gu,32.1
Dongdaemun-gu,33
Dongdaemun-gu,33.6
Mapo-gu,-40
Gangdong-gu,32.2
Gangdong-gu,
Dongjak-gu,31.9
Dongjak-gu,33
Gangdong-gu,-40
Mapo-gu,-40
Seocho-gu,30.5
Dongdaemun-gu,31.5
Gangseo-gu,-40
Gangseo-gu,32.3
Mapo-gu,31.4
Dongdaemun-gu,32.8
Mapo-gu,30.2
Gangbuk-gu,-40
Gangseo-gu,32.3
Dongjak-gu,30.5
Gangdong-gu,
Dongdaemun-gu,33.3
Dongdaemun-gu,
Gangdong-gu,33.5
Dongdaemun-gu,-40
Dongjak-gu,32.4
Gangbuk-gu,30.9
Jongno-gu,-40
Mapo-gu,30.8
Seocho-gu,-40
Mapo-gu,31.7
Gwanak-gu,31.2
Jongno-gu,32.5
Mapo-gu,31
Gangbuk-gu,30.9
Mapo-gu,30.7
Gangbuk-gu,31.8
Seongdong-gu,32.2
Mapo-gu,32.3
Mapo-gu,31.6
Mapo-gu,38.8
Seongdong-gu,29.3
Mapo-gu,32.1
Gwanak-gu,32.9
Gangseo-gu,33.4
Gangseo-gu,32.8
Gangseo-gu,32.3
Gangseo-gu,32.2
Jongno-gu,33.9
Gangseo-gu,32.1
Gangseo-gu,30.2
Gwangjin-gu,31.6
Gangseo-gu,32.2
Gangseo-gu,31.2
Gwangjin-gu,33.4
Gangseo-gu,32.2
Gangseo-gu,31.9
Gangseo-gu,32.4
Seocho-gu,31.6
Jongno-gu,32.4
Gwangjin-gu,33.3
Guro-gu,33.2
Gwangjin-gu,33.6
Gwangjin-gu,33.8
Gangseo-gu,32.7
Guro-gu,32.4
Guro-gu,32.7
Gangseo-gu,32.1
Guro-gu,33.3
Gwangjin-gu,
Gwangjin-gu,33.1
Gwangjin-gu,33.7
Gangseo-gu,31.2
Gwangjin-gu,32.2
Gwangjin-gu,33.4
Gwangjin-gu,33.4
Gangseo-gu,31.2
Gangseo-gu,32
Gwangjin-gu,32.6
Guro-gu,32.2
Gwangjin-gu,32.6
Guro-gu,32.4
Gangbuk-gu,32.5
Seongdong-gu,32.9
Seongdong-gu,32.2
Seongdong-gu,32.9
Seongdong-gu,32.9
Seongdong-gu,32.6
Seongdong-gu,33
Seongdong-gu,32.6
Seongdong-gu,32.2
Guro-gu,33.4
Gwangjin-gu,33.5
Seongdong-gu,32.2
Seongdong-gu,32.8
Seongdong-gu,33.6
Seongdong-gu,32.5
Gwangjin-gu,33.1
Gwangjin-gu,32.5
Seongdong-gu,33.7
Gwangjin-gu,32.9
Seoul_Grand_Park,33
Seocho-gu,31
Seoul_Grand_Park,
Guro-gu,34
Seongdong-gu,32.7
Seongdong-gu,32.7
Gangbuk-gu,31.6
Gwangjin-gu,32.9
